,Sentiment,SentimentText
79740,1,<MENTION> June 5th @ Fitzgerald's
71188,0,<MENTION> Shame about your job have you thought about working for yourself? there's big money to be paid <URL>
17662,1,...playing playstation...
48640,0,<MENTION> you better not defeiend me
80436,0,<MENTION> Wow...that's amazing. Super pricey.
77052,0,"<MENTION> NOOOOOOOO, there goes our plan"
84234,1,<MENTION> I didn't know you were online. Good Knight.
81769,1,<MENTION> That's great!
89351,0,<MENTION> pistol is my friends dog i was watching for awhile but i dont have him anymore
51792,1,<MENTION> and<MENTION> turn your lights on in the caravan!
34309,1,"<MENTION> - And Happy Birthday, btw."
77341,1,<MENTION> thanks
88590,0,"<MENTION> oh yay you watched roswell!! that show had some of the best cast & characters, srsly. was not satisfied with 3 seasons"
84201,0,"<MENTION> hell yea, i was 45 minutes late tho"
74830,1,<MENTION> Thanks for passing that one on
88004,1,<MENTION>: haha!! Haha fuck yeeaah me tooo I neeed moree numberrrrss I aint plaayingg go on there tonightt! Fun Fun!
10527,1,<HASHTAG> when a dude snores like a truck and acts like I'm wrong for kicking him so I can sleep
21421,0,<MENTION> don't worry the 3g only stays around til u get to like exit 4 IM BORED!
31982,1,"<MENTION> oh and he's such a good and HOT husband , so it's all worth the work."
8429,0,"$#iT, twitter will have a 1 hour downtime tomorrow!! How can I survive without TWITTER"
43322,1,"<MENTION> wow, sounds like a lot of yummy meat"
27551,1,<MENTION> you still in a penguin diet?
84354,1,"going to bed. Exams, then dinner with mom. Then hanging out with Andrew <3"
55246,1,<MENTION> Oh himmm! I don't know much about FF! Not much of a gamer at all.
23619,0,<MENTION> at least they text you
88978,0,<MENTION> damn I though you had a wicked girl crush on me for a moment. What a let down
22943,1,<MENTION> Thank you !
97731,1,<MENTION> Not yet.. Had to put together an e-commerce site presentation for sthing else. Interesting site for sure..
1127,0,alex gaskarth is so amazing and to shop with him would be great. but nooo we have to go to the movies to go see stupid hannie montannie!
15084,1,<MENTION><MENTION> I dunno. Depends. Are you using duct tape or crazy glue?
71378,1,"<MENTION> I wonder if it's because there are 2 diff versions of Eminem's album, a deluxe and regular? E/w, United is still rockin!"
11609,1,"(Ice Cube voice,'today was a good day!) takin it down ya'll..*kisses* MUAH! NITE NITE!"
6895,0,<HASHTAG> and I can't come. again. Bummer.
10089,1,'I'm breaking wind' lmao! After school care kids are funny!
65665,1,<MENTION> i'll come tomoz if someone picks up the air fare was gonna make<HASHTAG> but got a conf in london now. defo spet tho
90260,0,"<MENTION> I fell asleeep before it!! Ahh well ive seen it before, thats what happens when you dont to sleep till half fiveee!!"
6519,0,Test this AM! Registering for a class that I do not want to take... Then rewarding myself with some Chick Fil A!
56084,1,<MENTION> aw. x
61156,1,<MENTION> cambs will be better im sure! eeeeeeeeee under a week now we meeting on the Sunday?
49068,0,<MENTION> ewwwww that is SO gross sounds like the start of a good day
99040,0,<MENTION> re:SSvsUT it was stuff like this that made me drift away from the DIY comm in the first place. Such complexes and drama
11383,1,'Why do I must forget it?' -> Gary
34996,1,<MENTION> Your welcome
45614,1,<MENTION> not fair! give recipe too! ...looks way nummy!
65501,1,<MENTION> me neither. that's why i laugh!
49217,1,<MENTION> when are you back in the uk?
66282,1,<MENTION> I have Chips Ahoy as well.
26279,1,<MENTION> Philippines! wow! you should see it here! it's good.. haha I'm a Filipina..
84378,1,"I'm speechless, alright?"
57996,0,<MENTION> Even with a bottle of wine? That's not good
14313,1,...almost fforgot.... Twitter me bi-otch! (sounds dirty)
95554,0,<MENTION> ÃÂ° Ã? Ã?ÃÂ¸ÃÂ³ÃÂ°Ãâ¬Ãâ¹ ÃÂ½ÃÂ¸ÃÂºÃÂ¾ÃÂ³ÃÂ´ÃÂ° ÃÂ½ÃÂµ ÃÂ¿Ãâ¬ÃÂ¾ÃÂ±ÃÂ¾ÃÂ²ÃÂ°ÃÂ»ÃÂ°
31451,0,"<MENTION> where ?I'm so hungry , I had leftovers of Lunch"
70250,1,<MENTION> What's going onnnnnn?
8866,1,<3 God is on MY Side.
13753,1,"... rubber got broken , it was like bang and it was broken, luckily triin's dad came and pick us up . it was great day ."
63088,1,"<MENTION> Sorry blokey, 6 hrs later & i'm still holding ur fluffy towel. had to dash. Hope u found other means to dry ur self"
19595,1,@ home miss loopy was here ..still no myspace
4491,0,pursh i can not get a pic to upload!
22428,0,<MENTION> my adium is weird.
53079,0,<MENTION> NO IT'S NOT. IT'S LIKE ME CALLING YOU COCO
30042,1,"<MENTION> i never knew anyone as perfect as her, whatta life she got, can we?"
61988,1,<MENTION> how? I was good
91113,1,<MENTION> thats good thats good! how long will she be in the hospital? well you always have us to talk to when you're lonely
70742,0,"<MENTION> at least you didnt wake up to the cries of an abandoned kitten. heart breaking, right?"
1025,0,going to lay down. Fuck tonight
35883,1,<MENTION> rise up? Been up! Tks 4 everything doll
16481,0,@ dalilaDRAMATIC me too! can't bear to hear it! yucks..grossss
48209,1,<MENTION> So it IS true!! Excuse me while I have a nice little freak out
74374,0,<MENTION> ugh math is right -.- im going all night cause mine is pm
20159,0,<MENTION> I want to get drunk too
90790,1,<MENTION> and Johnny Depp in certain roles I've fallen in love with him several times ;-)
82374,1,"<MENTION> Congratulations Chelseaa!! I know how you feel, graduations can be bittersweet."
27919,1,"<MENTION> oh no! That's terrible. Well if no one comes just know that you'll have me, dear"
15183,1,..Changing myspace profile
36993,1,"<MENTION> LOL, Doing My Template, You Gotta Come & Have A Look!"
15379,1,*PEN JAM CLEARED* CLICK!
33273,0,"<MENTION> Boooo Man, I am going to FAIL these exams."
82376,1,<MENTION> of course I know I'll always have you your not going anywhere anytime soon! xox
15093,1,"<MENTION> hey, I'm all for anything that gets me $$$ for new camera equipment."
86545,0,"<MENTION> <URL> now has In Memorium section. We will record names, how, when etc if tweeted"
70580,0,<MENTION> not work volunteer and yes its hard work wat u up to?
13905,0,'Spider-Man'. Sorry. Lost some geek points there.
57215,1,<MENTION> did not get to watch night! No spoiler comments
61431,1,<MENTION> Here's hoping!
10665,1,"'That is just crap' saying that is what cost Brandi a yellow for dissent today... well, THAT's crap"
64509,0,"<MENTION> Haha I wish...lunch time here, got a busy day ahead now"
19697,1,<MENTION> i should start calling you braceface.
98452,1,<MENTION> hope that helps!
37438,0,<MENTION> thats probably right on time the way things are going it wont be BBq weather til after july 12th anyway
80500,1,<MENTION> LOL no i am actually 'strimming the grass' - hubby cut it yesterday and im gonna do the edges today!!! (then beer time) hehe
35165,1,<MENTION> nice to see you on Twitter!
25112,1,<MENTION> you ROCk dude!!
57280,1,"<MENTION> hmm this indoors concept interests me :p i shall be, with little money, but be there all the same im guessing about 7/8ish?"
85277,0,<MENTION> why isnt everyone with you?
46702,0,<MENTION> im sorryyyy wanna go to rhtc in tomorrow? what time do you have netball.
51303,0,"<MENTION> it's only bad if you can't talk and tweet at the same time, I can't wish I could though"
45325,0,"<MENTION> Yaaahh ok deh, nxt time kay.."
79058,0,<MENTION> sadly yes what's with that?
10819,1,"<HASHTAG> -muchbetter<MENTION> cannot wait for the album, this song has been in my head all day and i dont even know it all! iloveu"
82,0,"i would be so much happier if the walls of my bedroom were painted white,"
56809,1,<MENTION> Hey there
58305,1,<MENTION> Here's<HASHTAG> waving back at<HASHTAG> !
92481,0,<MENTION> I no lol I really need something to do this is sad I do the same thing everyday
16738,0,@ Maxi's Resto di Bandung.. Another romantic spot in this city.. Wish hubby<MENTION> were here
98476,1,<MENTION> i'm sorry.. i just get really jealous okay? i dont want bitches flirting with you.. i wanna keep you for myself
14264,1,"...google xml sitemaps, knights of cydonia, liz comment counter by ozh, no howdy, ozh' better plugin page, wp-flv, wp wetfloor"
54172,1,<MENTION> Miteee Try It Ouut
64555,1,<MENTION> I wake you up sometimes
2871,0,I like to eat out a lil too much....I guess I just like being served after a crazy day @ work..I need a frequent diner card..lol eeeek!
59825,1,"<MENTION> took a long nap earlier, now I'm wide awake so it's movie time."
28764,0,<MENTION> Haha. Wow. Sorry. I tweeted to the completely wrong person. Im super dumb. Sorry.
88305,1,"<MENTION> Thanks, lady! I'll be screaming loud enough for both of us!"
36416,0,<MENTION> -- i wish i could see u shake it... but im all the way in Vegas.
46122,0,<MENTION> have a friend visiting from out of town for JUST tonight who I haven't seen in years...thought she was coming tomorrow
99606,0,<MENTION> Not good Make sure you see a doctor if the neck doesn't get better [/mother hen]
86671,1,<MENTION> Cheer up.
13353,0,... I feel very
96225,0,<MENTION> oh no
11803,1,<MENTION>) Note to self do not slip on banana peel i just threw on the floor of my room. Thanks! <Cunt>
25747,1,"<MENTION> Man, you're making me hungry. Korean BBQ is really delicious"
15371,0,..only one day left of SB09
68615,0,"<MENTION> baby, don't cry"
20733,1,"<MENTION> Oh, sarah and Casey -- it's not Chuck without them! I could do without Big Mike, but need lots of Jeffster"
64386,0,<MENTION> fuck its 19+
3079,0,I wanna go home
88525,1,<MENTION> Hey I live in the middle of nowhere...I wander
49518,0,"<MENTION> heyyy, i couldn't call you tonight to go out my phone still isn't turned on. did you have fun? what are you doing tuesday?"
15994,1,<MENTION> is she still on a rampage???
49000,0,<MENTION> I am sooooo excited now! I don't want it to end
95348,1,<MENTION> thankyou
40124,0,<MENTION> i got kicked off the nick and phyliss newman facebook for telling her to switch her profile pic
22406,0,"<MENTION> Good I Guess,Just Home Alone & Also Really I'm *Coughs* Sick"
33769,0,"<MENTION> You really like Haruhi, huh? I'm sorry, I thought you would say that. I just can't wait any longer. There are no updates."
65959,1,<MENTION> Thanks and thanks for the scoop.
5138,1,your amazing
23193,1,<MENTION> I know it's me!!!!
45005,0,<MENTION> oh no so can i get out of this soul binding contract
45346,0,<MENTION>
1139,0,Am racit...
96434,1,"<MENTION> hahaha i LOVE your new vid, are they your cows? where do u live? SNOW we only get it in jan/february xoxo"
40013,1,<MENTION> u mean love songs? yeah it's the only one i have
13859,0,".... has way too much on her mind ... Not cool, people.. Not cool... Let's just hope it all works out.."
97597,0,"<MENTION> Agreed. Let's try to solve this in a way that's sensitive to everyone's needs, understanding there may be some pain."
20911,0,<MENTION> don't think I can IM I'll try to power through this though. <3
60264,1,<MENTION> If you get zits it's supposed to be a girl? I haven't heard that one before
830,1,"Congrats to AL's newest state Senator elect, Democrat Mark Keahey. <URL>"
99758,1,"<MENTION> Grats on 4k, long ways to go though"
24955,1,<MENTION><MENTION> well I won't mind to tweet once or twice each paper day
26708,0,<MENTION> Awww. Read my story about the hobo and the monkey. Maybe it'll make you feel better. *hugs* Dont be sad!
96164,0,"<MENTION> well, i have a stupid razr, so i guess idk what the subject line is.."
87193,0,"<MENTION> Ah But still, I'm all nervous now :tehe:"
5267,1,<HASHTAG> <MENTION> because her mom made me cry good tears yesterday
29609,1,<MENTION> Good film
11735,1,* my tweeters! It's been such a long day. But I'm blessed to get through it closing my eyes and getting ready for tmr *
50078,1,"<MENTION> OMG, it's tomorrow?! Yay!! Umm, I vote 'Angel' or 'MftS' or whatever you want. It'll be live so it'll be awesome!!"
96744,0,<MENTION> oh dear. that did not make any sense what so ever! AH
98490,1,"<MENTION> haha! But you are, going for a new career move! Good luck! I see u worked @ KLBK! I LOVED Lubbock! I Went to TTU"
64839,0,<MENTION> When will I get to talk to you again?
71266,0,"<MENTION> I do only need a two, but I just think ill slip down to a friggin 3 , maybe I should just just have more confidence aha"
97429,1,<MENTION> It's a bit like 'Where's Wally' for geeks.
29444,0,<MENTION> and yet you dont share
43477,1,<MENTION> Hey! I missed ya! Yes I'm happy that turkeyboy is tweeting often. Really random stuff though.
30162,1,<MENTION> *wonders too!* I loved Amsterdam's tram system / bike lanes / canals / frozen lakes / cakes / street art..
9354,1,'Boy do i hate it when you reach out to ppl via email and they don't respond in this business(music)....oh well such is life
45844,0,<MENTION> ewwww there cheese makes me feel like i'm pregnant. LOL like it makes me nauseous but there salads are my fav
63421,1,"<MENTION> HELL yea I got the sims and its fucking sweet, I made myself"
70016,0,<MENTION> heh that I did...although I'm in a caffeine haze right now
76820,0,<MENTION> s'not fair I'm going to do overtime after my leave. My 'LCD' tv fund!!!
62005,0,<MENTION> I miss it so much though
24060,0,<MENTION> aw! Now i'm sad too i loved that show!
52522,1,<MENTION> hey fuck you enjoy being a womanizing cheating dirt bag
79888,1,<MENTION> You put your order in too late!
66251,1,<MENTION> you got it!!
29387,1,<MENTION> ~So glad to remind you of happy times. LO is still beautiful & peaceful.
